Road,S Ref E,S Ref N,FdCar,Score
A236,530000,167360,16348,1.65997727
A3214,530000,179686,18286,1.85676195
A270,530000,105500,12308,1.249755336
A141,530000,278460,6537,0.66376752
A158,530000,369850,5781,0.587003217
A2022,530000,162120,11900,1.208326983
A2217,530000,175070,9699,0.984837261
A1,530000,186500,20895,2.121680026
A25,530000,150470,9741,0.989101944
A103,530000,188100,13588,1.379726642
A151,530000,325000,9973,1.012659244
A259,530000,104180,21124,2.144932704
A2220,530000,137780,10478,1.063936985
A273,530000,115725,11854,1.203656139
A1098,530000,407200,12417,1.260823205
A110,530000,196470,15157,1.539043032
A205,530000,173700,23229,2.358674578
A1201,530000,188560,14526,1.47497124
A3205,530000,177855,12824,1.302150019
A5200,530000,184700,6273,0.636960938
A400,530000,180670,5600,0.568624462
A400,530000,181561,7771,0.789067982
A23,530000,109220,33570,3.408700572
A3,530000,175680,12103,1.228939619
A17,530000,333700,9843,0.999459033
A46,530000,408800,11380,1.15552614
A501,530000,182765,41394,4.203150178
A302,530000,179550,10282,1.044035129
A1004,530000,193370,11953,1.213708607
A406,530000,192200,37130,3.770183266
A1123,530000,272300,16474,1.67277132
A1121,530000,343470,6090,0.618379103
A401,530000,181140,10578,1.074090994
A3036,530000,177110,9945,1.009816121
A414,530000,211950,21523,2.185447197
A23,530030,171600,17658,1.792994778
A4,530070,180460,12930,1.312913268
A23,530070,171200,25703,2.609884743
A401,530080,181400,8367,0.849585871
A103,530100,188390,15024,1.525538201
A23,530100,108920,20146,2.045626504
A202,530100,178200,32559,3.306043549
A40,530100,181450,7524,0.763987581
A401,530110,181400,3242,0.329192948
A23,530140,160000,19359,1.965714459
A3212,530150,180000,13372,1.357793984
A23,530150,107000,18962,1.925403046
A5202,530150,183130,16910,1.717042796
A23,530160,172050,18718,1.900627266
A5200,530180,184000,7870,0.79912045
A3212,530200,179300,15124,1.535692209
A3212,530200,178600,16144,1.639263093
A1201,530220,188000,6587,0.668844524
A302,530239,179670,35963,3.65168599
A202,530245,178110,32559,3.306043549
A109,530250,191000,17177,1.744153998
A400,530250,180330,10077,1.023219412
A273,530250,120240,7814,0.793434205
A503,530270,185700,11269,1.144255191
A501,530276,182939,41394,4.203150178
A40,530289,181427,8711,0.884515659
A3205,530300,177820,23522,2.388425822
A40,530300,181560,7524,0.763987581
A3036,530300,177950,32673,3.317619118
A23,530300,170500,13998,1.421358076
A5200,530320,183100,9497,0.964326164
A3211,530340,180000,18767,1.90560273
A273,530340,117000,13602,1.381148203
A3203,530350,178960,19860,2.01658604
A5203,530379,185323,6089,0.618277563
A302,530393,179673,12304,1.249349176
A4,530400,180700,9491,0.963716924
M23,530400,140000,78323,7.952923888
A40,530420,181550,1688,0.171399659
A40,530420,181650,10823,1.098968314
A501,530422,183005,15334,1.557015626
A3036,530430,178500,12347,1.2537154
A203,530440,177000,9761,0.991132746
A5203,530453,183299,6538,0.66386906
A5200,530470,182900,17477,1.774616023
A202,530470,178027,25829,2.622678793
M23,530470,136820,71972,7.308042823
A501,530470,183010,20493,2.080860912
A3203,530477,178943,19860,2.01658604
A40,530480,181520,12494,1.268641792
A302,530500,179660,12304,1.249349176
A503,530500,185730,8593,0.87253393
A4200,530500,181600,15952,1.619767397
A5203,530500,183200,4349,0.441597819
A401,530500,181700,9292,0.943510447
A203,530513,178002,20101,2.0410572
A605,530550,297680,6244,0.634016276
A40,530550,181530,11374,1.154916899
A5200,530560,182730,9683,0.98321262
A202,530575,177980,16226,1.64758938
A5203,530580,185500,6782,0.68864484
A40,530590,181600,9977,1.013065404
A1,530600,185870,20673,2.099138127
A503,530600,186100,11605,1.178372658
A4200,530600,181300,17576,1.784668491
A5203,530600,185000,11772,1.195329852
A201,530620,182725,6186,0.628126951
A301,530630,180780,11868,1.2050777
A3204,530634,178060,16108,1.63560765
A301,530640,180950,4234,0.42992071
A103,530650,189000,15849,1.609308769
A4,530668,181000,6913,0.701946591
A201,530680,182810,7579,0.769572286
A4200,530697,181140,15272,1.550720141
A201,530700,182950,7866,0.79871429
A503,530700,185870,12476,1.26681407
A1096,530700,270000,13959,1.417398013
A401,530700,181850,11679,1.185886624
A103,530700,189200,7483,0.759824438
A3036,530700,179330,12305,1.249450716
A3204,530700,178000,14102,1.431918245
A5200,530720,182400,9683,0.98321262
A301,530750,180580,14577,1.480149784
A501,530770,183050,10615,1.077847977
A504,530770,189360,10107,1.026265615
A203,530790,176000,9791,0.994178949
A103,530800,186200,12886,1.308445504
A201,530800,182820,9520,0.966661586
A4,530810,180940,21095,2.141988042
A1,530820,185620,16697,1.695414759
A105,530830,191000,14030,1.424607359
A4,530840,181050,20349,2.06623914
A501,530854,182988,9891,1.004332957
A273,530860,121000,7231,0.734236337
A23,530870,169000,13998,1.421358076
A103,530880,189200,8181,0.830699416
A3200,530900,180000,14534,1.47578356
A23,530900,175000,16399,1.665155814
A272,530900,123970,7913,0.803486673
A232,530915,164855,21983,2.232155635
A301,530940,180270,14577,1.480149784
A23,530950,175140,5332,0.54141172
A105,530960,190500,22229,2.257134496
A2010,530970,105000,8039,0.816280724
A204,530970,175040,5332,0.54141172
A105,530980,192400,13883,1.409680966
A40,531000,181610,11717,1.189745148
A501,531000,183090,16820,1.707904189
A270,531000,105400,11921,1.210459324
A264,531000,138815,22582,2.292978145
A1201,531000,187250,7896,0.801760492
A3,531000,177300,10727,1.089220466
A105,531000,192000,13186,1.338907529
A205,531000,173240,20273,2.058522094
A203,531000,175800,4564,0.463428937
A27,531000,109400,51825,5.26231478
A202,531000,177660,15921,1.616619655
A503,531000,186050,13475,1.368252613
A3204,531000,178130,12963,1.31626409
A201,531000,182520,13729,1.394043794
A214,531000,171080,14403,1.462481809
A503,531000,186460,12039,1.222441054
A103,531000,185870,9825,0.997631311
A236,531000,166700,18748,1.903673468
A259,531000,103930,26586,2.699544635
A52,531000,343700,14020,1.423591958
A3211,531000,180790,37238,3.781149595
A23,531000,167500,20235,2.054663571
A3203,531000,179120,9736,0.988594244
A203,531000,175720,8128,0.825317791
A23,531000,105590,9121,0.926147093
A1031,531000,405560,8733,0.886749541
A157,531000,387150,6410,0.650871929
A23,531020,179530,9384,0.952852135
A204,531020,175120,5332,0.54141172
A1031,531030,404500,7947,0.806939036
A23,531050,175500,15381,1.56178801
A204,531050,175000,8812,0.894771208
A4,531060,181090,19395,1.969369902
A23,531060,164800,27601,2.802607819
A5200,531070,181800,8150,0.827551673
A23,531090,164650,27301,2.772145795
A270,531090,105440,11621,1.1799973
M23,531100,147700,90608,9.200343802
A23,531100,165000,26278,2.66827029
A504,531100,189510,10107,1.026265615
A401,531100,182130,3436,0.348891724
A23,531100,105660,11433,1.160907764
A119,531106,215059,5127,0.520596003
A23,531120,175730,21819,2.215503062
A401,531130,182220,4105,0.416822039
A270,531137,105254,7114,0.722356147
A23,531148,161740,27854,2.82829746
A23,531150,161650,18321,1.860315853
A232,531155,164784,6143,0.623760727
A23,531160,179300,8642,0.877509394
A301,531160,180000,9964,1.011745383
A23,531170,164000,19656,1.995871863
A23,531200,176000,10490,1.065155466
A105,531200,193000,12145,1.233204303
A202,531200,177560,16536,1.679066806
A3,531200,177630,14033,1.424911979
A105,531200,190000,8330,0.845828888
A232,531200,164700,16969,1.723033661
A3202,531212,179395,6008,0.610052816
A204,531230,174000,11419,1.159486203
A23,531240,161680,14672,1.489796092
A23,531240,179000,10695,1.085971183
A23,531240,178000,8905,0.904214435
A23,531240,104000,6156,0.625080748
A2214,531240,174700,2186,0.221966621
A23,531240,177600,9356,0.950009013
A4,531270,181300,8739,0.887358782
A2214,531270,174620,2466,0.250397844
A5201,531300,182040,9616,0.976409434
A201,531300,182230,15479,1.571738938
A40,531300,181580,20244,2.055577432
A3,531300,177800,23389,2.374920991
A16,531320,386600,7661,0.777898573
A270,531330,105410,10919,1.108716162
A3200,531340,180340,10567,1.072974053
A1,531340,185000,18537,1.882248511
A3211,531350,180820,41045,4.16771269
A23,531350,104000,6156,0.625080748
A23,531360,104230,14144,1.436182928
A503,531360,186700,19680,1.998308825
A302,531385,179344,11775,1.195634472
A3,531400,178000,13231,1.343476833
A3203,531400,179280,10462,1.062312344
A23,531400,105000,7985,0.810797559
A23,531400,104600,9411,0.955593717
A5201,531400,182060,9616,0.976409434
A1005,531400,197500,13745,1.395668435
A23,531410,104850,5424,0.550753408
A428,531440,260350,22844,2.319581646
A23,531450,104620,10557,1.071958652
A23,531450,104720,9187,0.932848739
A201,531460,182000,15261,1.5496032
A23,531470,104950,8977,0.911525321
A22,531480,161370,20845,2.116603021
A23,531480,104850,15082,1.531427525
A23,531493,105172,7781,0.790083383
A4208,531499,181359,5199,0.527906889
A3202,531500,179430,10064,1.021899391
A401,531500,183000,5684,0.577153829
A3204,531500,178500,11090,1.126079516
A301,531500,179550,9964,1.011745383
A1123,531500,272160,12222,1.241022889
A1,531520,183400,12057,1.224268776
A3200,531527,180392,10816,1.098257533
A105,531530,189600,16695,1.695211679
A302,531549,179234,12529,1.272195695
A235,531550,167000,11300,1.147402933
A201,531600,181400,16400,1.665257354
A2214,531600,174470,9303,0.944627388
A1,531600,183030,10842,1.100897575
A232,531600,164950,22693,2.304249094
A3203,531600,179400,39,0.003960063
A201,531640,180830,18290,1.85716811
A201,531650,181040,28763,2.920597395
A201,531650,180050,13628,1.383788245
A201,531650,180600,18290,1.85716811
A201,531650,180450,18290,1.85716811
A213,531670,166500,8259,0.838619542
A302,531693,179262,2756,0.279844468
A201,531700,179400,8177,0.830293255
A1,531700,184000,10646,1.080995719
A3211,531700,180830,27537,2.796109254
A501,531700,183060,10856,1.102319136
A105,531730,189000,15483,1.572145099
A272,531730,123980,14913,1.514267252
A501,531750,183000,10690,1.085463483
A302,531775,179113,9332,0.947572051
A3211,531780,180870,5693,0.57806769
A5201,531800,182115,9281,0.942393506
A414,531800,212440,23891,2.425894113
A1201,531802,184756,11910,1.209342384
A215,531820,172550,17424,1.769234399
A119,531820,212750,13666,1.387646769
A406,531830,192500,45421,4.612052091
A3,531830,178700,26005,2.640549848
A1080,531830,190000,9655,0.980369497
A201,531836,179227,7512,0.7627691
A40,531850,181380,17737,1.801016445
A236,531870,165700,31399,3.188257053
A3202,531872,179485,7035,0.714334481
A215,531879,171685,12697,1.289254429
A215,531880,171970,12746,1.294229893
A213,531900,166640,9131,0.927162494
A202,531940,177100,12260,1.244881412
A3,531950,179000,30962,3.143884037
A1201,531960,185000,9747,0.989711185
A1,531960,182300,7319,0.743171864
A300,531980,179400,1161,0.117888036
A105,532000,187600,23408,2.376850253
A214,532000,171000,12677,1.287223627
A1137,532000,344470,9023,0.916196165
A3,532000,179180,7848,0.796886568
A109,532000,190530,12102,1.228838079
A110,532000,196700,10357,1.051650635
A2022,532000,160900,7332,0.744491885
A270,532000,105739,4990,0.506685012
A503,532000,187400,13075,1.32763658
A1200,532000,184250,13127,1.332916664
A104,532000,184000,11911,1.209443924
A111,532000,193050,16958,1.72191672
A504,532000,189260,12630,1.282451243
A2217,532000,175870,8907,0.904417516
A3200,532000,180230,9863,1.001489834
A602,532000,219200,15713,1.595499318
A205,532000,172930,18633,1.891996359
A501,532000,182940,17258,1.752378745
A270,532000,105555,10778,1.09439901
A215,532000,173900,11284,1.145778292
A3211,532000,180860,20298,2.061060596
A16,532000,385750,5807,0.58964326
A1096,532000,271610,12863,1.306110082
A215,532030,174350,21135,2.146049645
A40,532030,181448,5481,0.556541193
A215,532030,171920,11079,1.124962575
A16,532040,388200,6900,0.70062657
A1,532040,182175,9459,0.960467641
A215,532060,174150,19036,1.932917012
A300,532070,179700,5238,0.531866953
A16,532076,341004,11552,1.172991034
A3202,532100,179520,5705,0.579286171
A1,532100,182000,9459,0.960467641
A3,532100,179400,7688,0.780640155
A202,532100,177000,12260,1.244881412
A1,532140,181400,8196,0.832222517
A52,532150,344000,12179,1.236656666
A222,532200,166640,11905,1.208834683
A109,532200,190530,15928,1.617330435
A270,532210,106000,16067,1.631444507
A272,532250,123920,15321,1.555695605
A300,532260,180000,7100,0.720934586
A236,532285,164747,9143,0.928380975
A16,532296,389002,11908,1.209139303
A3,532300,179600,7179,0.728956253
A300,532300,180400,5638,0.572482986
A1200,532300,184000,10699,1.086377344
A212,532300,164900,9550,0.969707789
A3201,532300,179840,6165,0.625994609
A201,532300,179000,22382,2.272670128
A202,532300,176870,8893,0.902995954
A1199,532343,184863,9663,0.981181818
A264,532344,139163,20070,2.037909457
A202,532350,176960,1378,0.139922234
A414,532355,212450,34043,3.456729031
A105,532360,186640,11398,1.157353861
A212,532365,166395,21993,2.233171036
A212,532390,166000,20935,2.125741629
A232,532393,165234,25863,2.626131156
A300,532400,180700,5638,0.572482986
A1080,532400,191000,27956,2.838654549
A5201,532400,182400,13587,1.379625102
A2199,532432,173628,10257,1.041496627
A215,532440,175000,11654,1.183348122
A215,532440,178000,9009,0.914774604
A501,532467,182779,18219,1.849958765
A16,532490,343000,17512,1.778169926
A104,532500,184450,6542,0.66427522
A1211,532500,181570,12185,1.237265906
A110,532500,196470,8240,0.83669028
A213,532500,167000,7043,0.715146802
A503,532500,187730,29201,2.965071951
A3200,532500,180140,12187,1.237468986
A212,532500,166900,13437,1.36439409
A215,532500,176900,11941,1.212490126
A16,532520,342000,12823,1.302048479
A215,532530,176600,17974,1.825081444
A235,532531,163997,14583,1.480759024
A3,532550,180000,8565,0.869690807
A10,532600,192000,22914,2.326689452
A215,532600,176200,23910,2.427823375
A3211,532600,180780,30187,3.065190473
A212,532606,165002,17579,1.784973112
A10,532660,191400,22914,2.326689452
A3,532680,180190,13772,1.398410017
A110,532690,196560,10306,1.046472091
A2,532700,179360,6656,0.67585079
A501,532700,182650,20565,2.088171798
A1200,532700,182820,2453,0.249077823
A105,532710,184985,6019,0.611169757
A503,532736,187950,12567,1.276054218
A1200,532740,182750,8264,0.839127242
A3,532740,180270,12305,1.249450716
A501,532740,182580,21846,2.218244644
A501,532750,181670,9234,0.937621123
A212,532759,168000,16323,1.657438768
A3,532790,180410,13142,1.334439765
A16,532800,343750,30549,3.101947983
A501,532800,182000,8980,0.911829942
A215,532800,170020,16493,1.674700582
A3,532800,180778,774,0.078592024
A3211,532800,180720,30565,3.103572624
A22,532810,160000,13802,1.40145622
A3,532830,180640,13142,1.334439765
A1200,532840,183000,14652,1.48776529
A200,532856,180305,5579,0.566492121
A3,532870,180800,13142,1.334439765
A3,532910,180750,794,0.080622826
A222,532915,166000,8707,0.884109499
A105,532920,197350,11041,1.121104052
A5201,532929,182545,29546,3.00010328
A105,532940,195000,13482,1.368963393
A10,532950,180910,10518,1.067998589
A200,532950,180040,3879,0.39387398
A406,532986,192466,68439,6.949301712
A107,533000,187960,10275,1.043324349
A222,533000,166400,22291,2.263429981
A272,533000,123900,16836,1.70952883
A2198,533000,179520,7082,0.719106865
A232,533000,165435,32181,3.267661398
A3211,533000,180669,30621,3.109258869
A202,533000,176700,15645,1.588594592
A503,533000,188400,12567,1.276054218
A504,533000,189120,9137,0.927771735
A1211,533000,181485,11278,1.145169051
A104,533000,184820,9536,0.968286227
A10,533000,190800,13318,1.35231082
A109,533000,190540,11103,1.127399537
A2199,533000,171806,10785,1.095109791
A110,533000,196600,11978,1.216247109
A2216,533000,176090,8813,0.894872748
A1138,533000,343473,322,0.032695907
A200,533002,180251,5437,0.552073429
A212,533004,164742,16211,1.646066279
A259,533030,103490,16674,1.693079337
A215,533120,169700,15287,1.552243242
A1137,533120,344700,9739,0.988898864
A1202,533124,182475,25457,2.584905882
A16,533130,344400,14555,1.477915902
A5201,533150,182610,7206,0.731697835
A2205,533160,180000,2518,0.255677928
A232,533160,165450,26369,2.677510438
A100,533200,179200,16409,1.666171215
A10,533220,181460,10518,1.067998589
A2205,533234,179340,2241,0.227551325
A1211,533240,181420,9022,0.916094625
A1202,533265,182510,2585,0.262481113
A2205,533270,179600,1518,0.154137845
A1211,533270,181470,9022,0.916094625
